url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,kingdom,phylum,cls,order,family,genus,species,filepath,uuid,hashsum_original,hashsum_resized
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_877abdd5-9ab7-447f-8c25-242155f6cfe7/20140629-PICT0309.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_877abdd5-9ab7-447f-8c25-242155f6cfe7/20140629-PICT0309.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_877abdd5-9ab7-447f-8c25-242155f6cfe7/20140629-PICT0309.JPG,Desert Lion Conservation Camera Traps : corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_877abdd5-9ab7-447f-8c25-242155f6cfe7/20140629-PICT0309.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,corvus capensis,corvus capensis,cape crow,animalia,chordata,aves,passeriformes,corvidae,corvus,capensis,desert-lion/d6767a1c-e885-4e12-a981-ab7b633cc8d8.png,d6767a1c-e885-4e12-a981-ab7b633cc8d8,ea28106a68d4771247e6d54d3c8ef368,6818ea666db4383fa5130232941a8f3c
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_e9a72eec-0181-4bc3-942f-8236317370ee/20140626-PICT0177.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_e9a72eec-0181-4bc3-942f-8236317370ee/20140626-PICT0177.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_e9a72eec-0181-4bc3-942f-8236317370ee/20140626-PICT0177.JPG,Desert Lion Conservation Camera Traps : corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_e9a72eec-0181-4bc3-942f-8236317370ee/20140626-PICT0177.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,corvus capensis,corvus capensis,cape crow,animalia,chordata,aves,passeriformes,corvidae,corvus,capensis,desert-lion/7a9a0818-0cdf-4e49-b271-fb73eaaa450d.png,7a9a0818-0cdf-4e49-b271-fb73eaaa450d,666dcaba10c19ec3bb065b5812cb8c45,ac07a41ce051f440e2cd2b44919234af
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_93bd2a5b-397b-422d-ab6f-a8f7c78c5076/20140626-PICT0183.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_93bd2a5b-397b-422d-ab6f-a8f7c78c5076/20140626-PICT0183.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_93bd2a5b-397b-422d-ab6f-a8f7c78c5076/20140626-PICT0183.JPG,Desert Lion Conservation Camera Traps : corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_93bd2a5b-397b-422d-ab6f-a8f7c78c5076/20140626-PICT0183.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,corvus capensis,corvus capensis,cape crow,animalia,chordata,aves,passeriformes,corvidae,corvus,capensis,desert-lion/66449da9-5bd3-4198-917e-a9f653ba7ee1.png,66449da9-5bd3-4198-917e-a9f653ba7ee1,b535a8ff1f31bc639eb47a4b630b0257,16dc03dad3889d6899a07e366b45853d
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_0f4368ea-cf13-421f-bb99-3e2ff28cc770/20140626-PICT0169.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_0f4368ea-cf13-421f-bb99-3e2ff28cc770/20140626-PICT0169.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_0f4368ea-cf13-421f-bb99-3e2ff28cc770/20140626-PICT0169.JPG,Desert Lion Conservation Camera Traps : corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_0f4368ea-cf13-421f-bb99-3e2ff28cc770/20140626-PICT0169.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,corvus capensis,corvus capensis,cape crow,animalia,chordata,aves,passeriformes,corvidae,corvus,capensis,desert-lion/18c800dc-bcab-4369-b045-9d7a1cf120b4.png,18c800dc-bcab-4369-b045-9d7a1cf120b4,4493f5398dca61e0e02566589c782354,129cfbc47ccce929a0f3f65258b91af1
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2013/07/PvL_seq_24778b1b-2f53-4b1c-8699-78f86d13b8fd/PICT1134.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2013/07/PvL_seq_24778b1b-2f53-4b1c-8699-78f86d13b8fd/PICT1134.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2013/07/PvL_seq_24778b1b-2f53-4b1c-8699-78f86d13b8fd/PICT1134.JPG,Desert Lion Conservation Camera Traps : corvus capensis/Camera Trap/North/Ganias/2013/07/PvL_seq_24778b1b-2f53-4b1c-8699-78f86d13b8fd/PICT1134.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,corvus capensis,corvus capensis,cape crow,animalia,chordata,aves,passeriformes,corvidae,corvus,capensis,desert-lion/d08e7fbf-1a16-4921-94c2-728fe1e72757.png,d08e7fbf-1a16-4921-94c2-728fe1e72757,cf13977e10a77e6044119df66631af91,87b3d106e1b9dd6c91920a0dd31c93ff
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2013/04/PvL_seq_821ff088-6f68-4c30-9cb7-0ef8eaed1d45/PICT1340.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2013/04/PvL_seq_821ff088-6f68-4c30-9cb7-0ef8eaed1d45/PICT1340.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2013/04/PvL_seq_821ff088-6f68-4c30-9cb7-0ef8eaed1d45/PICT1340.JPG,Desert Lion Conservation Camera Traps : corvus capensis/Camera Trap/North/Ganias/2013/04/PvL_seq_821ff088-6f68-4c30-9cb7-0ef8eaed1d45/PICT1340.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,corvus capensis,corvus capensis,cape crow,animalia,chordata,aves,passeriformes,corvidae,corvus,capensis,desert-lion/ae93d42d-da64-4d66-b591-3384de920019.png,ae93d42d-da64-4d66-b591-3384de920019,d6a2151c910febd7d1adad719a69771e,f455906998000c4cb5e8d312af3bb870
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_c4e2832a-9c20-4cc4-b86e-caaf58a7012c/20140626-PICT0174.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_c4e2832a-9c20-4cc4-b86e-caaf58a7012c/20140626-PICT0174.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_c4e2832a-9c20-4cc4-b86e-caaf58a7012c/20140626-PICT0174.JPG,Desert Lion Conservation Camera Traps : corvus capensis/Camera Trap/North/Ganias/2014/06/PvL_seq_c4e2832a-9c20-4cc4-b86e-caaf58a7012c/20140626-PICT0174.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,corvus capensis,corvus capensis,cape crow,animalia,chordata,aves,passeriformes,corvidae,corvus,capensis,desert-lion/6eb30221-eda7-4b75-908e-e2e8916b73d7.png,6eb30221-eda7-4b75-908e-e2e8916b73d7,be03cc75df3d0c665cb0b8688cf95305,fccea9f452f0a9a886199651e3bc56d4
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/02/PvL_seq_1f8d1047-213a-4dc7-88e8-ba69b1feba56/20140204-PICT0101.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/02/PvL_seq_1f8d1047-213a-4dc7-88e8-ba69b1feba56/20140204-PICT0101.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/corvus capensis/Camera Trap/North/Ganias/2014/02/PvL_seq_1f8d1047-213a-4dc7-88e8-ba69b1feba56/20140204-PICT0101.JPG,Desert Lion Conservation Camera Traps : corvus capensis/Camera Trap/North/Ganias/2014/02/PvL_seq_1f8d1047-213a-4dc7-88e8-ba69b1feba56/20140204-PICT0101.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,corvus capensis,corvus capensis,cape crow,animalia,chordata,aves,passeriformes,corvidae,corvus,capensis,desert-lion/acb8fcac-8d91-4813-a0c2-34a7b27e678e.png,acb8fcac-8d91-4813-a0c2-34a7b27e678e,55362283d2b632e97d6676a732ddc3c4,1eed90b7b26de270ce9df426ad7e39c0
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/South/Hunkap/2014/08/PvL_seq_8b340b51-7076-4024-9189-965fbdf673d6/20140809-PICT0714.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/South/Hunkap/2014/08/PvL_seq_8b340b51-7076-4024-9189-965fbdf673d6/20140809-PICT0714.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/South/Hunkap/2014/08/PvL_seq_8b340b51-7076-4024-9189-965fbdf673d6/20140809-PICT0714.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/South/Hunkap/2014/08/PvL_seq_8b340b51-7076-4024-9189-965fbdf673d6/20140809-PICT0714.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/158af9ab-3055-4c4c-8b76-55e58cef7dfc.png,158af9ab-3055-4c4c-8b76-55e58cef7dfc,afb9f5ab058ec8c711a1545de779cf28,f01177b41595e1a3f92af184c2fcec51
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/2017/01/PvL_seq_760aac17-0a5d-4021-a120-8877b4392c89/20170120-PICT0525.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/2017/01/PvL_seq_760aac17-0a5d-4021-a120-8877b4392c89/20170120-PICT0525.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/2017/01/PvL_seq_760aac17-0a5d-4021-a120-8877b4392c89/20170120-PICT0525.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/2017/01/PvL_seq_760aac17-0a5d-4021-a120-8877b4392c89/20170120-PICT0525.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/f278bb9b-ea8d-4923-a62f-49979fd34269.png,f278bb9b-ea8d-4923-a62f-49979fd34269,d754aa64cf0cc1b67013e3d34ddb8774,afc4e572d079c4f4add2b9e5ce54e6b7
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/North/Okongwe_Water/2011/01/PvL_seq_31d83c3e-b4b1-49dd-a787-583f3eea20ed/20110105-PICT0767.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/North/Okongwe_Water/2011/01/PvL_seq_31d83c3e-b4b1-49dd-a787-583f3eea20ed/20110105-PICT0767.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/North/Okongwe_Water/2011/01/PvL_seq_31d83c3e-b4b1-49dd-a787-583f3eea20ed/20110105-PICT0767.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/North/Okongwe_Water/2011/01/PvL_seq_31d83c3e-b4b1-49dd-a787-583f3eea20ed/20110105-PICT0767.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/584bd371-16e0-48a1-9cd9-aedcadad3663.png,584bd371-16e0-48a1-9cd9-aedcadad3663,15ef74db914017320a57235e831cbad5,9094ce45f6872e8d6affa7165d59e078
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/Events/Gc_Amps/2012/06/PvL_seq_fb3dd76f-958e-43f9-a097-3adc31330549/SUNP0363.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/Events/Gc_Amps/2012/06/PvL_seq_fb3dd76f-958e-43f9-a097-3adc31330549/SUNP0363.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/Events/Gc_Amps/2012/06/PvL_seq_fb3dd76f-958e-43f9-a097-3adc31330549/SUNP0363.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/Events/Gc_Amps/2012/06/PvL_seq_fb3dd76f-958e-43f9-a097-3adc31330549/SUNP0363.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/0b601b6a-b8a3-421d-b9c0-0c27d6d6fe4d.png,0b601b6a-b8a3-421d-b9c0-0c27d6d6fe4d,e6246cc4b0c57e437a4fff3b9a8599c2,db2078c94ab7ac27d47b1e6307135515
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/Events/Leopard/1/PvL_seq_67e7aa61-34d1-4c50-9191-6ad73f3d04cb/PICT0081.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/Events/Leopard/1/PvL_seq_67e7aa61-34d1-4c50-9191-6ad73f3d04cb/PICT0081.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/Events/Leopard/1/PvL_seq_67e7aa61-34d1-4c50-9191-6ad73f3d04cb/PICT0081.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/Events/Leopard/1/PvL_seq_67e7aa61-34d1-4c50-9191-6ad73f3d04cb/PICT0081.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/9f796da3-9d03-441e-a3d9-c3528209aab0.png,9f796da3-9d03-441e-a3d9-c3528209aab0,a034267a45818809f142ae8c5c3a8309,b49af65d5650868224d6a3b0508ef828
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/South/Gai-Ais/2014/04/PvL_seq_aea18d71-c5cd-41c2-bf6e-fe797521a0c2/20140409-PICT8924.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/South/Gai-Ais/2014/04/PvL_seq_aea18d71-c5cd-41c2-bf6e-fe797521a0c2/20140409-PICT8924.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/South/Gai-Ais/2014/04/PvL_seq_aea18d71-c5cd-41c2-bf6e-fe797521a0c2/20140409-PICT8924.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/South/Gai-Ais/2014/04/PvL_seq_aea18d71-c5cd-41c2-bf6e-fe797521a0c2/20140409-PICT8924.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/b6f3ccd1-b011-4aed-a623-53dcf398ef6a.png,b6f3ccd1-b011-4aed-a623-53dcf398ef6a,594e56bd664bc9865e414e5c4cb578e3,d991360f9f75c23c48fceb416b2c486b
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/Events/Gc_Amps/2012/06/PvL_seq_1fc28944-cfc8-4d21-bace-02205b399ad9/SUNP0374.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/Events/Gc_Amps/2012/06/PvL_seq_1fc28944-cfc8-4d21-bace-02205b399ad9/SUNP0374.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/Events/Gc_Amps/2012/06/PvL_seq_1fc28944-cfc8-4d21-bace-02205b399ad9/SUNP0374.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/Events/Gc_Amps/2012/06/PvL_seq_1fc28944-cfc8-4d21-bace-02205b399ad9/SUNP0374.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/1af98fd2-51d2-4424-b7bc-f1b6c360a952.png,1af98fd2-51d2-4424-b7bc-f1b6c360a952,330cf52bf9eee3ac53964faad5e3377e,022eddd3e46970e8e9d58d1850d26a89
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap2/PvL_seq_40ee103c-aa22-472e-b3ae-e823231b216d/PICT0855.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap2/PvL_seq_40ee103c-aa22-472e-b3ae-e823231b216d/PICT0855.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap2/PvL_seq_40ee103c-aa22-472e-b3ae-e823231b216d/PICT0855.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap2/PvL_seq_40ee103c-aa22-472e-b3ae-e823231b216d/PICT0855.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/442ba0e3-ea6f-46f9-a8f1-3d4c68b3201c.png,442ba0e3-ea6f-46f9-a8f1-3d4c68b3201c,0ab7e319a5a9332cf99ba0b6ac685166,2a42e1048bd765acf75897d223ada53e
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/North/Okongwe_Water/2009/11/PvL_seq_99305994-369b-449f-8137-f2c3e5c4e501/SUNP0510.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/North/Okongwe_Water/2009/11/PvL_seq_99305994-369b-449f-8137-f2c3e5c4e501/SUNP0510.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/North/Okongwe_Water/2009/11/PvL_seq_99305994-369b-449f-8137-f2c3e5c4e501/SUNP0510.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/North/Okongwe_Water/2009/11/PvL_seq_99305994-369b-449f-8137-f2c3e5c4e501/SUNP0510.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/90bcaa27-86be-4ce0-af91-c383f33d447d.png,90bcaa27-86be-4ce0-af91-c383f33d447d,8a0e954b503d2980f37ba03ff8251556,3f57dd5dbdb6fb655287d639c7228f86
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/South/Gai-Ais/2014/04/PvL_seq_3b367bf9-f99c-4c3f-90f5-db04195d23d3/20140402-PICT5692.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/South/Gai-Ais/2014/04/PvL_seq_3b367bf9-f99c-4c3f-90f5-db04195d23d3/20140402-PICT5692.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/South/Gai-Ais/2014/04/PvL_seq_3b367bf9-f99c-4c3f-90f5-db04195d23d3/20140402-PICT5692.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/South/Gai-Ais/2014/04/PvL_seq_3b367bf9-f99c-4c3f-90f5-db04195d23d3/20140402-PICT5692.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/1b3f5d65-4339-4527-bada-d55799a0195e.png,1b3f5d65-4339-4527-bada-d55799a0195e,216d974d29b4b2ecfbdec20c27ec3418,a035473982fc20cd13db802e54a8e6da
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/North/Ganias/2013/08/PvL_seq_9aebd3e9-21d6-4f73-89a9-18e7a0236cb8/PICT8148.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/North/Ganias/2013/08/PvL_seq_9aebd3e9-21d6-4f73-89a9-18e7a0236cb8/PICT8148.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/crocuta crocuta/Camera Trap/North/Ganias/2013/08/PvL_seq_9aebd3e9-21d6-4f73-89a9-18e7a0236cb8/PICT8148.JPG,Desert Lion Conservation Camera Traps : crocuta crocuta/Camera Trap/North/Ganias/2013/08/PvL_seq_9aebd3e9-21d6-4f73-89a9-18e7a0236cb8/PICT8148.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,crocuta crocuta,crocuta crocuta,spotted hyena,animalia,chordata,mammalia,carnivora,hyaenidae,crocuta,crocuta,desert-lion/18e222ef-caa1-43ed-bf46-ec1d10df9632.png,18e222ef-caa1-43ed-bf46-ec1d10df9632,449027bd35b54c77553255a89232a7ed,6ecd33f0c4a7ef72d0d2f98117f74071
https://storage.googleapis.com/public-datasets-lila/desert-lion-camera-traps/annotated-imgs/diceros bicornis/Camera Trap/South/Hunkap/2013/05/PvL_seq_9a4e735b-1e0b-48b7-8cc2-3fbb208f9e87/PICT0279.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/desert-lion-camera-traps/annotated-imgs/diceros bicornis/Camera Trap/South/Hunkap/2013/05/PvL_seq_9a4e735b-1e0b-48b7-8cc2-3fbb208f9e87/PICT0279.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/desert-lion-camera-traps/annotated-imgs/diceros bicornis/Camera Trap/South/Hunkap/2013/05/PvL_seq_9a4e735b-1e0b-48b7-8cc2-3fbb208f9e87/PICT0279.JPG,Desert Lion Conservation Camera Traps : diceros bicornis/Camera Trap/South/Hunkap/2013/05/PvL_seq_9a4e735b-1e0b-48b7-8cc2-3fbb208f9e87/PICT0279.JPG,Desert Lion Conservation Camera Traps : unknown,Desert Lion Conservation Camera Traps : unknown,-1,diceros bicornis,diceros bicornis,black rhinoceros,animalia,chordata,mammalia,perissodactyla,rhinocerotidae,diceros,bicornis,desert-lion/7c36ba0f-441d-45d7-8a8e-3a5732835750.png,7c36ba0f-441d-45d7-8a8e-3a5732835750,b08a5ade2c79ba2f5aafd18fd2af86b7,ea81bc567c343102ee1e5cbbc551e01e
