url_gcp,url_aws,url_azure,image_id,sequence_id,location_id,frame_num,original_label,scientific_name,common_name,kingdom,phylum,cls,order,family,genus,species,filepath,filename,md5
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN1__2019-06-03__17-55-59(3).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN1__2019-06-03__17-55-59(3).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN1__2019-06-03__17-55-59(3).JPG,Ohio Small Animals : Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN1__2019-06-03__17-55-59(3).JPG,Ohio Small Animals : location_RMN1_sequence_index_00042,Ohio Small Animals : RMN1,2,common_five-lined_skink,plestiodon fasciatus,common five-lined skink,animalia,chordata,reptilia,squamata,scincidae,plestiodon,fasciatus,ohio-small-animals/OH_sm_animals_RMN1__2019-06-03__17-55-59(3).JPG,OH_sm_animals_RMN1__2019-06-03__17-55-59(3).JPG,ba79d84553c3a8731ca85559f5b013de
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN2__2019-06-02__15-16-46(1).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN2__2019-06-02__15-16-46(1).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN2__2019-06-02__15-16-46(1).JPG,Ohio Small Animals : Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN2__2019-06-02__15-16-46(1).JPG,Ohio Small Animals : location_RMN2_sequence_index_00050,Ohio Small Animals : RMN2,0,common_five-lined_skink,plestiodon fasciatus,common five-lined skink,animalia,chordata,reptilia,squamata,scincidae,plestiodon,fasciatus,ohio-small-animals/OH_sm_animals_RMN2__2019-06-02__15-16-46(1).JPG,OH_sm_animals_RMN2__2019-06-02__15-16-46(1).JPG,51677655350715fa81f3567b18f8e3dc
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN3__2019-06-07__14-25-08(3).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN3__2019-06-07__14-25-08(3).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN3__2019-06-07__14-25-08(3).JPG,Ohio Small Animals : Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMN3__2019-06-07__14-25-08(3).JPG,Ohio Small Animals : location_RMN3_sequence_index_00053,Ohio Small Animals : RMN3,4,common_five-lined_skink,plestiodon fasciatus,common five-lined skink,animalia,chordata,reptilia,squamata,scincidae,plestiodon,fasciatus,ohio-small-animals/OH_sm_animals_RMN3__2019-06-07__14-25-08(3).JPG,OH_sm_animals_RMN3__2019-06-07__14-25-08(3).JPG,ed448c91132a23273507448070a40154
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMW2__2019-09-04__10-30-53(3).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMW2__2019-09-04__10-30-53(3).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMW2__2019-09-04__10-30-53(3).JPG,Ohio Small Animals : Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMW2__2019-09-04__10-30-53(3).JPG,Ohio Small Animals : location_RMW2_sequence_index_00413,Ohio Small Animals : RMW2,2,common_five-lined_skink,plestiodon fasciatus,common five-lined skink,animalia,chordata,reptilia,squamata,scincidae,plestiodon,fasciatus,ohio-small-animals/OH_sm_animals_RMW2__2019-09-04__10-30-53(3).JPG,OH_sm_animals_RMW2__2019-09-04__10-30-53(3).JPG,76fcbf5f77d1470fa71585bddacde30a
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMW3__2019-08-28__17-27-01(2).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMW3__2019-08-28__17-27-01(2).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMW3__2019-08-28__17-27-01(2).JPG,Ohio Small Animals : Images/Sorted_by_species/Lacertilia/Common Five-linked skink/RMW3__2019-08-28__17-27-01(2).JPG,Ohio Small Animals : location_RMW3_sequence_index_00376,Ohio Small Animals : RMW3,1,common_five-lined_skink,plestiodon fasciatus,common five-lined skink,animalia,chordata,reptilia,squamata,scincidae,plestiodon,fasciatus,ohio-small-animals/OH_sm_animals_RMW3__2019-08-28__17-27-01(2).JPG,OH_sm_animals_RMW3__2019-08-28__17-27-01(2).JPG,c05188104fbd8baf43fa7215cb7d6cff
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS1__2019-07-10__16-55-33(2).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS1__2019-07-10__16-55-33(2).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS1__2019-07-10__16-55-33(2).JPG,Ohio Small Animals : Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS1__2019-07-10__16-55-33(2).JPG,Ohio Small Animals : location_YWS1_sequence_index_00214,Ohio Small Animals : YWS1,1,common_five-lined_skink,plestiodon fasciatus,common five-lined skink,animalia,chordata,reptilia,squamata,scincidae,plestiodon,fasciatus,ohio-small-animals/OH_sm_animals_YWS1__2019-07-10__16-55-33(2).JPG,OH_sm_animals_YWS1__2019-07-10__16-55-33(2).JPG,4e405d4708943e9220ba3e278ffceb6b
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS1__2019-07-27__14-23-45(8).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS1__2019-07-27__14-23-45(8).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS1__2019-07-27__14-23-45(8).JPG,Ohio Small Animals : Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS1__2019-07-27__14-23-45(8).JPG,Ohio Small Animals : location_YWS1_sequence_index_00250,Ohio Small Animals : YWS1,4,common_five-lined_skink,plestiodon fasciatus,common five-lined skink,animalia,chordata,reptilia,squamata,scincidae,plestiodon,fasciatus,ohio-small-animals/OH_sm_animals_YWS1__2019-07-27__14-23-45(8).JPG,OH_sm_animals_YWS1__2019-07-27__14-23-45(8).JPG,430e7bbf2b84f105e2ed41481ee9a8f2
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS3__2019-08-16__15-06-07(4).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS3__2019-08-16__15-06-07(4).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS3__2019-08-16__15-06-07(4).JPG,Ohio Small Animals : Images/Sorted_by_species/Lacertilia/Common Five-linked skink/YWS3__2019-08-16__15-06-07(4).JPG,Ohio Small Animals : location_YWS3_sequence_index_00233,Ohio Small Animals : YWS3,3,common_five-lined_skink,plestiodon fasciatus,common five-lined skink,animalia,chordata,reptilia,squamata,scincidae,plestiodon,fasciatus,ohio-small-animals/OH_sm_animals_YWS3__2019-08-16__15-06-07(4).JPG,OH_sm_animals_YWS3__2019-08-16__15-06-07(4).JPG,87b8efdb2e4b37130e9b9348d06a4c36
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/A1N__2020-08-19__09-49-46(1)__neovision_vision.JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/A1N__2020-08-19__09-49-46(1)__neovision_vision.JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/A1N__2020-08-19__09-49-46(1)__neovision_vision.JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/A1N__2020-08-19__09-49-46(1)__neovision_vision.JPG,Ohio Small Animals : location_A1N_sequence_index_00480,Ohio Small Animals : A1N,0,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_A1N__2020-08-19__09-49-46(1)__neovision_vision.JPG,OH_sm_animals_A1N__2020-08-19__09-49-46(1)__neovision_vision.JPG,3978cc339139a31566f8e0f9db32ea61
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMM3__2019-06-28__09-14-09(3).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMM3__2019-06-28__09-14-09(3).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMM3__2019-06-28__09-14-09(3).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMM3__2019-06-28__09-14-09(3).JPG,Ohio Small Animals : location_RMM3_sequence_index_00109,Ohio Small Animals : RMM3,2,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMM3__2019-06-28__09-14-09(3).JPG,OH_sm_animals_RMM3__2019-06-28__09-14-09(3).JPG,00429664073559f8b9efbce20b06cd6d
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMM3__2019-06-28__09-15-03(2).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMM3__2019-06-28__09-15-03(2).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMM3__2019-06-28__09-15-03(2).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMM3__2019-06-28__09-15-03(2).JPG,Ohio Small Animals : location_RMM3_sequence_index_00109,Ohio Small Animals : RMM3,4,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMM3__2019-06-28__09-15-03(2).JPG,OH_sm_animals_RMM3__2019-06-28__09-15-03(2).JPG,519cde3f325b9ef4493577364c88d5eb
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-05-53(8).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-05-53(8).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-05-53(8).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-05-53(8).JPG,Ohio Small Animals : location_RMW3_sequence_index_00210,Ohio Small Animals : RMW3,7,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMW3__2019-06-26__20-05-53(8).JPG,OH_sm_animals_RMW3__2019-06-26__20-05-53(8).JPG,0de0fec912fc239d17c485bd2cd047ad
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-08-48(13).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-08-48(13).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-08-48(13).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-08-48(13).JPG,Ohio Small Animals : location_RMW3_sequence_index_00210,Ohio Small Animals : RMW3,76,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMW3__2019-06-26__20-08-48(13).JPG,OH_sm_animals_RMW3__2019-06-26__20-08-48(13).JPG,441b96fad06704d2aa6c889551dac1b1
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-09-31(25).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-09-31(25).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-09-31(25).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-09-31(25).JPG,Ohio Small Animals : location_RMW3_sequence_index_00210,Ohio Small Animals : RMW3,102,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMW3__2019-06-26__20-09-31(25).JPG,OH_sm_animals_RMW3__2019-06-26__20-09-31(25).JPG,252586b3a1481b72465a61acea35d4d5
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-09-33(27).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-09-33(27).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-09-33(27).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-09-33(27).JPG,Ohio Small Animals : location_RMW3_sequence_index_00210,Ohio Small Animals : RMW3,104,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMW3__2019-06-26__20-09-33(27).JPG,OH_sm_animals_RMW3__2019-06-26__20-09-33(27).JPG,1e49f57a2ab12eb98b26d8a52fc72049
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-10-43(8).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-10-43(8).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-10-43(8).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-10-43(8).JPG,Ohio Small Animals : location_RMW3_sequence_index_00210,Ohio Small Animals : RMW3,118,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMW3__2019-06-26__20-10-43(8).JPG,OH_sm_animals_RMW3__2019-06-26__20-10-43(8).JPG,249c2da398def1a4d52d4f9b55066537
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-13-09(11).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-13-09(11).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-13-09(11).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-13-09(11).JPG,Ohio Small Animals : location_RMW3_sequence_index_00211,Ohio Small Animals : RMW3,31,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMW3__2019-06-26__20-13-09(11).JPG,OH_sm_animals_RMW3__2019-06-26__20-13-09(11).JPG,9eda2686e33fd5d05c9c4b0dda8ba24f
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-13-40(42).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-13-40(42).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-13-40(42).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-26__20-13-40(42).JPG,Ohio Small Animals : location_RMW3_sequence_index_00211,Ohio Small Animals : RMW3,62,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMW3__2019-06-26__20-13-40(42).JPG,OH_sm_animals_RMW3__2019-06-26__20-13-40(42).JPG,bf06664dea45c4e83666a3f646a433ea
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-27__01-13-41(5).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-27__01-13-41(5).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-27__01-13-41(5).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-27__01-13-41(5).JPG,Ohio Small Animals : location_RMW3_sequence_index_00214,Ohio Small Animals : RMW3,2,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMW3__2019-06-27__01-13-41(5).JPG,OH_sm_animals_RMW3__2019-06-27__01-13-41(5).JPG,479023d884e5c7005b84893a15fe5ad4
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-30__21-10-42(12).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-30__21-10-42(12).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-30__21-10-42(12).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/American Mink/RMW3__2019-06-30__21-10-42(12).JPG,Ohio Small Animals : location_RMW3_sequence_index_00222,Ohio Small Animals : RMW3,9,american_mink,neogale vison,american mink,animalia,chordata,mammalia,carnivora,mustelidae,neogale,vison,ohio-small-animals/OH_sm_animals_RMW3__2019-06-30__21-10-42(12).JPG,OH_sm_animals_RMW3__2019-06-30__21-10-42(12).JPG,2ef00e71bf25f71b0a8f87e611855e72
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-09-22__16-47-05(5).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-09-22__16-47-05(5).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-09-22__16-47-05(5).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-09-22__16-47-05(5).JPG,Ohio Small Animals : location_FCM2_sequence_index_00306,Ohio Small Animals : FCM2,6,eastern_chipmunk,tamias striatus,eastern chipmunk,animalia,chordata,mammalia,rodentia,sciuridae,tamias,striatus,ohio-small-animals/OH_sm_animals_FCM2__2019-09-22__16-47-05(5).JPG,OH_sm_animals_FCM2__2019-09-22__16-47-05(5).JPG,b44867f305322f99775260b30edf2c6a
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-09-22__16-47-09(9).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-09-22__16-47-09(9).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-09-22__16-47-09(9).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-09-22__16-47-09(9).JPG,Ohio Small Animals : location_FCM2_sequence_index_00306,Ohio Small Animals : FCM2,10,eastern_chipmunk,tamias striatus,eastern chipmunk,animalia,chordata,mammalia,rodentia,sciuridae,tamias,striatus,ohio-small-animals/OH_sm_animals_FCM2__2019-09-22__16-47-09(9).JPG,OH_sm_animals_FCM2__2019-09-22__16-47-09(9).JPG,f14739b8ec7aad7665f9e16c609fba8a
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-10-01__13-53-48(1).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-10-01__13-53-48(1).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-10-01__13-53-48(1).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCM2__2019-10-01__13-53-48(1).JPG,Ohio Small Animals : location_FCM2_sequence_index_00327,Ohio Small Animals : FCM2,0,eastern_chipmunk,tamias striatus,eastern chipmunk,animalia,chordata,mammalia,rodentia,sciuridae,tamias,striatus,ohio-small-animals/OH_sm_animals_FCM2__2019-10-01__13-53-48(1).JPG,OH_sm_animals_FCM2__2019-10-01__13-53-48(1).JPG,356bc95e493b85ed357a4e4de2516a8c
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS1__2019-09-10__16-43-40(6).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS1__2019-09-10__16-43-40(6).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS1__2019-09-10__16-43-40(6).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS1__2019-09-10__16-43-40(6).JPG,Ohio Small Animals : location_FCS1_sequence_index_00300,Ohio Small Animals : FCS1,4,eastern_chipmunk,tamias striatus,eastern chipmunk,animalia,chordata,mammalia,rodentia,sciuridae,tamias,striatus,ohio-small-animals/OH_sm_animals_FCS1__2019-09-10__16-43-40(6).JPG,OH_sm_animals_FCS1__2019-09-10__16-43-40(6).JPG,8ac4f6614f4a8c2910551405c7ea9d1b
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS1__2019-09-10__16-43-42(7).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS1__2019-09-10__16-43-42(7).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS1__2019-09-10__16-43-42(7).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS1__2019-09-10__16-43-42(7).JPG,Ohio Small Animals : location_FCS1_sequence_index_00300,Ohio Small Animals : FCS1,5,eastern_chipmunk,tamias striatus,eastern chipmunk,animalia,chordata,mammalia,rodentia,sciuridae,tamias,striatus,ohio-small-animals/OH_sm_animals_FCS1__2019-09-10__16-43-42(7).JPG,OH_sm_animals_FCS1__2019-09-10__16-43-42(7).JPG,85b93f2dee024c3cdf200be28b776788
https://storage.googleapis.com/public-datasets-lila/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS2__2019-05-29__19-51-41(8).JPG,http://us-west-2.opendata.source.coop.s3.amazonaws.com/agentmorris/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS2__2019-05-29__19-51-41(8).JPG,https://lilawildlife.blob.core.windows.net/lila-wildlife/osu-small-animals/Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS2__2019-05-29__19-51-41(8).JPG,Ohio Small Animals : Images/Sorted_by_species/Mammalia/Eastern Chipmunk/FCS2__2019-05-29__19-51-41(8).JPG,Ohio Small Animals : location_FCS2_sequence_index_00062,Ohio Small Animals : FCS2,7,eastern_chipmunk,tamias striatus,eastern chipmunk,animalia,chordata,mammalia,rodentia,sciuridae,tamias,striatus,ohio-small-animals/OH_sm_animals_FCS2__2019-05-29__19-51-41(8).JPG,OH_sm_animals_FCS2__2019-05-29__19-51-41(8).JPG,f52cf21e1c56bb8a196dc1e3881de7e8
